Argentina
1,GK,Romina Ferro,26 June 1980 (27),10,0,Argentina Boca Juniors
2,DF,Eva González,2 September 1987 (20),18,3,Argentina Boca Juniors
3,DF,Valeria Cotelo,26 March 1984 (23),7,0,Argentina Boca Juniors
4,MF,Gabriela Chávez,9 April 1989 (18),11,0,Argentina Independiente
5,DF,Carmen Brusca,7 November 1985 (21),17,0,Argentina Boca Juniors
6,DF,Celeste Barbitta,22 May 1979 (28),1,0,Argentina Boca Juniors
7,FW,Ludmila Manicler,6 July 1987 (20),14,3,Argentina Independiente
8,MF,Clarisa Huber,22 December 1984 (22),10,0,Argentina Boca Juniors
9,FW,Natalia Gatti,20 October 1982 (24),17,0,Argentina Boca Juniors
10,FW,Emilia Mendieta,4 April 1988 (19),11,2,Unattached
11,MF,Rosana Gómez,12 July 1980 (27),16,0,Argentina Boca Juniors
12,GK,Vanina Correa,14 August 1983 (24),9,0,Argentina Renato Cesarini
13,MF,Florencia Quiñones,26 August 1986 (21),13,0,Argentina San Lorenzo
14,DF,Catalina Pérez,16 February 1989 (18),16,0,Argentina River Plate
15,MF,Florencia Mandrile,10 December 1988 (18),18,0,Argentina San Lorenzo
16,FW,Andrea Ojeda,17 January 1985 (22),8,0,Argentina Boca Juniors
17,FW,Fabiana Vallejos,30 July 1985 (22),10,0,Argentina Boca Juniors
18,FW,Belén Potassa,12 December 1988 (18),16,8,Unattached
19,FW,Analía Almeida,19 August 1985 (22),8,0,Argentina San Lorenzo
20,FW,Mercedes Pereyra,7 May 1987 (20),12,3,Argentina River Plate
21,GK,Elisabeth Minnig,6 January 1987 (20),12,0,Unattached

England
1,GK,Rachel Brown,2 July 1980 (27),48,0,England Everton
2,DF,Alex Scott,14 December 1984 (22),33,6,England Arsenal
3,DF,Casey Stoney,13 May 1982 (25),49,2,England Chelsea
4,MF,Katie Chapman,15 June 1982 (25),61,5,England Arsenal
5,DF,Faye White,2 February 1978 (29),56,4,England Arsenal
6,DF,Mary Phillip,14 March 1977 (30),60,0,England Arsenal
7,MF,Karen Carney,1 August 1987 (20),31,5,England Arsenal
8,MF,Fara Williams,25 January 1984 (23),53,15,England Everton
9,FW,Eniola Aluko,21 February 1987 (20),26,4,England Chelsea
10,FW,Kelly Smith,29 October 1978 (28),65,21,England Arsenal
11,MF,Rachel Yankey,1 November 1979 (27),75,11,England Arsenal
12,DF,Anita Asante,27 April 1985 (22),24,1,England Arsenal
13,GK,Siobhan Chamberlain,15 August 1983 (24),6,0,England Chelsea
14,DF,Rachel Unitt,5 June 1982 (25),63,4,England Everton
15,MF,Sue Smith,24 November 1979 (27),64,14,England Leeds United
16,MF,Jill Scott,2 February 1987 (20),11,0,England Everton
17,FW,Jody Handley,12 March 1979 (28),30,5,England Everton
18,FW,Lianne Sanderson,3 February 1988 (19),7,1,England Arsenal
19,MF,Vicky Exley,22 October 1975 (31),52,6,England Doncaster Rovers Belles
20,DF,Lindsay Johnson,8 May 1980 (27),20,0,England Everton
21,GK,Carly Telford,7 July 1987 (20),1,0,England Leeds United

Germany
1,GK,Nadine Angerer,10 November 1978 (28),44,0,Germany FFC Turbine Potsdam
2,DF,Kerstin Stegemann,29 September 1977 (29),159,6,Germany Wattenscheid 09
3,DF,Saskia Bartusiak,9 September 1982 (25),2,0,Germany FSV Frankfurt
4,DF,Babett Peter,12 May 1988 (19),11,0,Germany FFC Turbine Potsdam
5,DF,Annike Krahn,1 July 1985 (22),25,0,Germany FCR Duisburg
6,MF,Linda Bresonik,7 December 1983 (23),27,2,Germany Essen-Schoenebeck
7,MF,Melanie Behringer,18 November 1985 (21),14,3,Germany SC Freiburg
8,FW,Sandra Smisek,3 July 1977 (30),115,27,Germany FFC Frankfurt
9,FW,Birgit Prinz,25 October 1977 (29),161,105,Germany FFC Frankfurt
10,MF,Renate Lingor,11 October 1975 (31),126,30,Germany FFC Frankfurt
11,FW,Anja Mittag,16 May 1985 (22),36,5,Germany FFC Turbine Potsdam
12,GK,Ursula Holl,26 June 1982 (25),2,0,Germany SC 07 Bad Neuenahr
13,DF,Sandra Minnert,7 April 1973 (34),137,15,Germany SC 07 Bad Neuenahr
14,MF,Simone Laudehr,12 July 1986 (21),0,0,Germany FCR Duisburg
15,DF,Sonja Fuss,5 November 1978 (28),48,3,Germany FCR Duisburg
16,FW,Martina Müller,18 April 1980 (27),57,25,Germany VfL Wolfsburg
17,DF,Ariane Hingst,25 July 1979 (28),130,9,Sweden Djurgårdens IF
18,MF,Kerstin Garefrekes,4 September 1979 (28),75,22,Germany FFC Frankfurt
19,MF,Fatmire Bajramaj,1 April 1988 (19),5,0,Germany FCR Duisburg
20,FW,Petra Wimbersky,9 November 1982 (24),62,15,Germany FFC Frankfurt
21,GK,Silke Rottenberg,25 January 1972 (35),123,0,Germany FFC Frankfurt

Japan
1,GK,Miho Fukumoto,2 October 1983 (23),28,0,Japan Okayama Yunogo Belle
2,DF,Hiromi Isozaki,22 December 1975 (31),102,4,Japan Tasaki Perule
3,DF,Yukari Kinga,2 May 1984 (23),14,0,Japan NTV Beleza
4,DF,Kyoko Yano,3 June 1984 (23),38,1,Japan Kanagawa University
5,MF,Miyuki Yanagita,11 April 1981 (26),73,11,Japan Urawa Reds Ladies
6,MF,Ayumi Hara,21 February 1979 (28),0,0,Japan INAC Leonessa
7,MF,Tomomi Miyamoto,31 December 1978 (28),72,13,Japan IGA FC Kunoichi
8,MF,Tomoe Sakai,27 May 1978 (29),105,7,Japan NTV Beleza
